NumberOfVehicles,CrashDate,CrashTime,DayOfWeek,TypeOfCollision,LocationOfFirstHarmfulEvent,RoadwaySurfaceType,RoadwayDefect,LightCondition_Category,LightCondition_Value,RoadwayDescription,WorkZoneLocation,WeatherCondition,RoadwayAlignment,WorkZoneWorkersPresent,SchoolZone,IntersectionType,WorkZoneType,TrafficControlType,RoadwaySurfaceCondition,RelationToRoadway_Category,RelationToRoadway_Value,TrafficControlMechanicalDevice,WorkZoneRelated,Year,Meteorological Season,MonthName,DaytimeNighttime_NHTSA,ThreeHourLabel,Hour,CrashType,AlcoholInvolved,SpeedRelated,CommercialMotorVehiclesInvolved,PedestrianInvolved,BicycleInvolved,MotorcycleInvolved,MopedInvolved,TrainRelated,SchoolZoneInvolved,TeenDriverInvolved,DistractedDriverInvolved,DriverTextingInvolved,DriverUsingCellPhone,Single_Multi_Vehicle,Jurisdiction,TownName,LocationTypeName,Latitude,Longitude,Interstate_NonInterstate,RoadName,RouteNumber,RouteName,MileMarker,FunctionalClassCode,AtIntersection,SecondaryLocation,MatureDriverInvolved,MatureDriverFatalities,MatureDriverInjuries,LargeTruckInvolved,PedestrianFatalities,PedestrianInjuries,MotorcycleFatalities,MotorcycleInjuries,BicycleFatalities,BicycleInjuries,DistractedDriverFatalities,DistractedDriverInjuries,UnrestrainedInjuries,Number_Of_Fatalities,Number_Of_Injuries,Crash_UID,Is_Fatal,Is_Severe,Is_Minor,SeverityLabel
2,2022-03-07,07:45:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Spring,March,Daytime,6:00am - 8:59am,7,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.77911,-77.60073,Non-Interstate,SC-619W (PRINCE WILLIAM COUNTY),619.0,LINTON HALL RD,1.43,Minor Arterial,At Intersection,LIMESTONE DR,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c7226393,0,1,0,Severe
1,2022-12-17,11:45:00,Saturday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Winter,December,Daytime,9:00am - 11:59am,11,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single Vehicle Crashes,New Kent County,,Rural,37.50361,-77.08291,Interstate,I-64E,64.0,I-64,211.55,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1454604,0,0,1,Minor
2,2024-04-18,17:00:00,Thursday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Spring,April,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Newport News City,,Urban,36.98592,-76.42383,Non-Interstate,VA-143N,143.0,JEFFERSON AVE,8.6,Other Principal Arterial,At Intersection,32ND ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4574571,0,0,1,Minor
1,2024-04-02,15:27:00,Tuesday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2024,Spring,April,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Dinwiddie County,,Rural,37.11025,-77.58617,Non-Interstate,SC-627S (DINWIDDIE COUNTY),627.0,COURTHOUSE RD,2.09,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6119456,0,0,1,Minor
3,2022-11-21,11:03:00,Monday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2022,Autumn,November,Daytime,9:00am - 11:59am,11,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Albemarle County,,Urban,38.06391,-78.48986,Non-Interstate,US-29N,29.0,SEMINOLE TRL,139.87,Other Principal Arterial,At Intersection,ZAN RD,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,3,c1108877,0,1,0,Severe
1,2022-02-03,17:18:00,Thursday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Curve,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2022,Winter,February,Daytime,3:00pm - 5:59pm,17,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Chesterfield County,,Urban,37.31326,-77.39937,Interstate,I-95S,95.0,I-95,58.38,Interstate,Not at Intersection,,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,1,c3734094,0,0,1,Minor
2,2023-09-15,23:35:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Autumn,September,Nighttime,9:00pm - 11:59pm,23,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Nelson County,,Rural,37.85693,-78.81332,Non-Interstate,VA-6E,6.0,RIVER RD,14.71,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1075144,0,0,1,Minor
2,2023-12-07,17:55:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,December,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Lancaster County,,Rural,37.73944,-76.36265,Non-Interstate,VA-200S,200.0,JESSIE DUPONT MEMORIAL HWY,8.79,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c2615480,0,0,1,Minor
1,2023-05-31,15:14:00,Wednesday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Spring,May,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Arlington County,,Urban,38.87312,-77.09213,Non-Interstate,CR-6755N (ARLINGTON COUNTY),6755.0,HIGHLAND ST,0.02,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4130699,0,0,1,Minor
2,2023-10-08,09:48:00,Sunday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Autumn,October,Daytime,9:00am - 11:59am,9,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Isle of Wight County,,Rural,36.88117,-76.58223,Non-Interstate,VA-10W,10.0,BENNS CHURCH BLVD,82.33,Other Principal Arterial,At Intersection,CHERRY GROVE RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7079579,0,0,1,Minor
3,2023-05-07,12:56:00,Sunday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Spring,May,Daytime,Noon - 2:59pm,12,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Newport News City,,Urban,37.11009,-76.49757,Non-Interstate,VA-143N,143.0,JEFFERSON AVE,18.17,Other Principal Arterial,At Intersection,ROGER BROWN DR,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,2,c4438303,0,1,0,Severe
2,2022-03-31,12:52:00,Thursday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"One-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Wet,Intersection Area,Within Intersection,Yes - Working,No,2022,Spring,March,Daytime,Noon - 2:59pm,12,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Hanover County,,Urban,37.61748,-77.31885,Non-Interstate,US-360W,360.0,MECHANICSVILLE TPKE,150.21,Other Principal Arterial,At Intersection,CREIGHTON PKWY,Yes,0,1,No,0,0,0,0,0,0,0,1,0,0,2,c4024117,0,1,0,Severe
1,2024-07-01,06:08:00,Monday,Other,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,July,Daytime,6:00am - 8:59am,6,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Caroline County,,Rural,38.16003,-77.40779,Non-Interstate,SC-606E (CAROLINE COUNTY),606.0,STONEWALL JACKSON RD,5.78,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6032423,0,0,1,Minor
2,2024-07-12,07:50:00,Friday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"One-Way, Not Divided",Not Provided,Rain,Curve - Level,Not Provided,No,Two Approaches,Not Provided,One Way Road or Street,Wet,Interchange Area,Intersection at end of Ramp,Yes - Working,No,2024,Summer,July,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.55072,-77.48395,Non-Interstate,MCCLOY ST (NP - CITY OF RICHMOND),0.0,MCCLOY ST,0.22,Local,At Intersection,I-195 RAMP,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3153747,0,0,1,Minor
1,2024-06-29,11:25:00,Saturday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,June,Daytime,9:00am - 11:59am,11,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Waynesboro City,,Urban,38.07478,-78.93099,Non-Interstate,BOOKERDALE RD (NP - CITY OF WAYNESBORO),0.0,BOOKERDALE RD,0.52,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3709274,0,0,1,Minor
1,2023-03-04,05:15:00,Saturday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,March,Nighttime,3:00am - 5:59am,5,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Henrico County,,Urban,37.69092,-77.60992,Non-Interstate,CR-7706W (HENRICO COUNTY),7706.0,NUCKOLS RD,0.93,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0980830,0,0,1,Minor
1,2023-02-24,10:59:00,Friday,Other,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Daytime,9:00am - 11:59am,10,Injury Crash,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Pittsylvania County,,Rural,36.89095,-79.40081,Non-Interstate,US-29N,29.0,US-29,30.53,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,1,0,1,c6461966,0,0,1,Minor
1,2024-01-04,03:14:00,Thursday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Hillcrest - Straight,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2024,Winter,January,Nighttime,3:00am - 5:59am,3,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Manassas City,,Urban,38.75,-77.49557,Non-Interstate,VA-28N,28.0,NOKESVILLE RD,21.93,Other Principal Arterial,At Intersection,TECHNOLOGY DR,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6670857,0,0,1,Minor
2,2022-07-16,20:05:00,Saturday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dawn,Dawn,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Two Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Summer,July,Nighttime,6:00pm - 8:59pm,20,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Roanoke County,Vinton,Urban,37.28266,-79.88071,Non-Interstate,UR-2N (TOWN OF VINTON),2.0,MOUNTAIN VIEW RD,0.47,Minor Collector,At Intersection,GATES LN,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7250936,0,0,1,Minor
2,2024-10-29,19:44:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Autumn,October,Nighttime,6:00pm - 8:59pm,19,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.69099,-77.36234,Non-Interstate,SC-663W (PRINCE WILLIAM COUNTY),663.0,DAVIS FORD RD,4.01,Major Collector,At Intersection,ASDEE LN,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0105435,0,0,1,Minor
1,2022-07-01,07:15:00,Friday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Summer,July,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Northampton County,,Rural,37.1558,-75.97108,Non-Interstate,US-13N,13.0,LANKFORD HWY,76.1,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5056473,0,0,1,Minor
1,2023-01-21,01:53:00,Saturday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2023,Winter,January,Nighttime,Midnight - 2:59am,1,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Single Vehicle Crashes,Lunenburg County,,Rural,36.81745,-78.17228,Non-Interstate,SC-640N (LUNENBURG COUNTY),640.0,BAGLEYS MILL RD,0.38,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9370246,0,0,1,Minor
2,2023-04-26,15:15:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Spring,April,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Manassas City,,Urban,38.7491,-77.44953,Non-Interstate,UR-4361S (CITY OF MANASSAS),,LIBERIA AVE,0.63,Minor Arterial,At Intersection,SIGNAL HILL RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c7214102,0,0,1,Minor
1,2022-05-16,14:03:00,Monday,Fixed Object in Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Activity Area,Rain,Straight - Level,With No Law Enforcement,No,Not at Intersection,Work on Shoulder or Median,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,Yes - Working,Yes,2022,Spring,May,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Hampton City,,Urban,37.02487,-76.34397,Non-Interstate,KING ST S (NP - CITY OF HAMPTON),,KING ST,0.12,Local,At Intersection,SETTLERS LANDING RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9703062,0,0,1,Minor
3,2022-02-14,22:16:00,Monday,Rear End,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Winter,February,Nighttime,9:00pm - 11:59pm,22,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.58824,-77.58543,Non-Interstate,CR-7508W (HENRICO COUNTY),7508.0,DERBYSHIRE RD,0.79,Major Collector,At Intersection,MOORELAND RD,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,1,c8187161,0,0,1,Minor
1,2022-05-06,19:20:00,Friday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2022,Spring,May,Nighttime,6:00pm - 8:59pm,19,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Washington County,,Rural,36.75943,-82.06126,Non-Interstate,US-19S,19.0,PORTERFIELD HWY,19.61,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7091798,0,0,1,Minor
1,2024-04-25,21:40:00,Thursday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Spring,April,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Alleghany County,,Rural,37.82757,-79.78227,Interstate,I-64W,64.0,I-64,28.4,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5536088,0,0,1,Minor
1,2022-02-25,06:40:00,Friday,Non-Collision,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dawn,Dawn,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Winter,February,Daytime,6:00am - 8:59am,6,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Isle of Wight County,,Rural,36.93844,-76.74435,Non-Interstate,SC-620W (ISLE OF WIGHT COUNTY),620.0,FOURSQUARE RD,4.78,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0070283,0,0,1,Minor
2,2023-01-28,14:25:00,Saturday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2023,Winter,January,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Loudoun County,,Urban,39.05162,-77.42303,Non-Interstate,SC-1599N (LOUDOUN COUNTY),1599.0,SPOTSWOOD RD,0.25,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5129709,0,0,1,Minor
2,2024-02-19,08:15:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Winter,February,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.22955,-77.50476,Non-Interstate,US-1N,1.0,JEFFERSON DAVIS HWY,142.07,Other Principal Arterial,At Intersection,MILLS DR,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3765524,0,0,1,Minor
2,2024-12-02,19:40:00,Monday,Angle,On Roadway,Concrete,No Defects,Darkness,Darkness - Road Lighted,Unknown,Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Two Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2024,Winter,December,Nighttime,6:00pm - 8:59pm,19,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.54024,-77.44419,Non-Interstate,UR-48N (CITY OF RICHMOND),48.0,2ND ST,0.44,Minor Arterial,At Intersection,CANAL ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7030509,0,0,1,Minor
2,2022-08-20,16:48:00,Saturday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Summer,August,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Chesapeake City,,Urban,36.71681,-76.28376,Non-Interstate,VA-165S,165.0,CEDAR RD,4.01,Minor Arterial,At Intersection,ROUNTREE DR,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c2785729,0,0,1,Minor
1,2022-02-22,08:00:00,Tuesday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Winter,February,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Newport News City,,Urban,36.99626,-76.41414,Interstate,I-664S,664.0,I-664,3.36,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4310238,0,0,1,Minor
2,2023-02-14,18:30:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Signal,Dry,Interchange Area,Intersection at end of Ramp,Yes - Working,No,2023,Winter,February,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.23695,-77.50051,Non-Interstate,US-1N,1.0,JEFFERSON DAVIS HWY,142.65,Other Principal Arterial,At Intersection,I-95 RAMP,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4621986,0,0,1,Minor
